26;010100001;21;101;0;0;0
26;010100001;21;102;0;0;0
26;010100001;21;103;0;0;0
26;010100001;22;Без;1;1;0
26;010100001;22;101;0;0;0
26;010100001;22;102;0;0;0
26;010100001;22;103;0;0;0
26;010100001;22;104;0;0;0
26;010100001;22;105;0;0;0
26;010100001;22;106;0;0;0
26;010100001;22;107;0;0;0
26;010100001;23;Без;0;0;0
26;010100001;23;101;0;0;0
26;010100001;24;Без;0;0;0
26;010100001;24;101;0;0;0
26;010100001;24;102;0;0;0
26;010100001;24;103;0;0;0
26;010100001;25;Без;1;0;1
26;010100001;25;101;0;0;0
26;010100001;25;102;1;0;1
26;010100001;25;103;0;0;0
26;010100001;25;104;0;0;0
26;010100001;25;105;0;0;0
26;010100001;25;106;0;0;0
26;010100001;25;107;0;0;0
26;010100001;25;108;0;0;0
26;010100001;26;Без;24;9;15
26;010100001;26;101;6;1;5
26;010100001;26;102;0;0;0
26;010100001;26;103;0;0;0
26;010100001;26;104;3;2;1
26;010100001;26;105;0;0;0
26;010100001;26;106;0;0;0
26;010100001;26;107;1;0;1
26;010100001;26;108;0;0;0
26;010100001;26;109;0;0;0
26;010100001;26;110;0;0;0
26;010100001;26;111;0;0;0
26;010100001;26;112;0;0;0
26;010100001;26;113;0;0;0
26;010100001;26;114;0;0;0
26;010100001;26;115;0;0;0
26;010100001;26;116;0;0;0
26;010100001;26;117;0;0;0
26;010100001;26;118;0;0;0
26;010100001;26;119;1;0;1
26;010100001;26;120;0;0;0
26;010100001;26;121;0;0;0
26;010100001;26;122;10;2;8
26;010100001;27;Без;0;0;0
26;010100001;27;101;0;0;0
26;010100001;28;Без;7;4;3
26;010100001;28;101;7;2;5
26;010100001;28;102;10;7;3
26;010100001;28;103;0;0;0
26;010100001;28;104;0;0;0
26;010100001;28;105;1;1;0
26;010100001;28;106;1;1;0
26;010100001;28;107;2;1;1
26;010100001;28;108;0;0;0
26;010100001;28;109;0;0;0
26;010100001;28;110;0;0;0
26;010100001;28;111;1;0;1
26;010100001;28;112;0;0;0
26;010100001;28;113;0;0;0
26;010100001;28;114;0;0;0
26;010100001;28;115;0;0;0
26;010100001;28;116;1;1;0
26;010100001;28;117;0;0;0
26;010100001;28;118;0;0;0
26;010100001;28;119;0;0;0
26;010100001;28;120;0;0;0
26;010100001;28;121;0;0;0
26;010100001;28;122;3;1;2
